排名,中文域名,Punycode,字数,词频,词性,英文释义,类别,综合推荐分,年费USD,注册周期年,购买验证链接,验证时间UTC,词典来源
866,及时雨.com,xn--horu63b9x9a.com,3,53,i,timely rain; (fig.) timely assistance; timely help,生活审美,74.0,11.25,1,https://vercel.com/domains/search?q=xn--horu63b9x9a.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
867,运输船.com,xn--3d1a96yhf.com,3,53,n,transport ship,通用品牌,74.0,11.25,1,https://vercel.com/domains/search?q=xn--3d1a96yhf.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
868,中流砥柱.com,xn--fiqz14dtxdw4m.com,4,343,i,mainstay; cornerstone; tower of strength,成语意象,74.0,11.25,1,https://vercel.com/domains/search?q=xn--fiqz14dtxdw4m.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
869,培养基.com,xn--l6q01nea.com,3,52,n,culture medium,通用品牌,73.9,11.25,1,https://vercel.com/domains/search?q=xn--l6q01nea.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
870,长臂猿.com,xn--k8xn32ad1o.com,3,52,n,gibbon; Hylobatidae (gibbon and lesser ape family),通用品牌,73.9,11.25,1,https://vercel.com/domains/search?q=xn--k8xn32ad1o.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
871,热带雨林.com,xn--8tt13s2whit3b.com,4,335,n,tropical rain forest,生活审美,73.9,11.25,1,https://vercel.com/domains/search?q=xn--8tt13s2whit3b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
872,深入人心.com,xn--gmqv8dk4t1yn.com,4,127,i,to enter deeply into people's hearts; to have a real impact on the people (idiom),品质价值,73.8,11.25,1,https://vercel.com/domains/search?q=xn--gmqv8dk4t1yn.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
873,现代史.com,xn--mnq26jqy6a.com,3,51,n,modern history,内容文化,73.8,11.25,1,https://vercel.com/domains/search?q=xn--mnq26jqy6a.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
874,总吨位.com,xn--nqq21j6ym.com,3,51,n,overall tonnage (of a shipping fleet or company),通用品牌,73.8,11.25,1,https://vercel.com/domains/search?q=xn--nqq21j6ym.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
875,打天下.com,xn--ghqv4ycmh.com,3,91,l,to seize power; to conquer the world; to establish and expand a business; to carve out a career for oneself,生活审美,73.7,11.25,1,https://vercel.com/domains/search?q=xn--ghqv4ycmh.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
876,爆发力.com,xn--tfrz1a267d.com,3,50,n,"explosive power (in athletics, music, dance etc); dynamic intensity",通用品牌,73.7,11.25,1,https://vercel.com/domains/search?q=xn--tfrz1a267d.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
877,学院派.com,xn--48s282bz63a.com,3,50,n,academism (art),通用品牌,73.7,11.25,1,https://vercel.com/domains/search?q=xn--48s282bz63a.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
878,显而易见.com,xn--7hvqds41gb2i.com,4,322,i,clearly and easy to see (idiom); obviously; clearly; it goes without saying,成语意象,73.7,11.25,1,https://vercel.com/domains/search?q=xn--7hvqds41gb2i.com,2026-07-23T18:24:48.084Z,Jieba + CC-CEDICT
879,女强人.com,xn--gmq34x1se.com,3,49,n,successful career woman; able woman,通用品牌,73.6,11.25,1,https://vercel.com/domains/search?q=xn--gmq34x1se.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
880,养殖场.com,xn--l6qx3lz2t.com,3,49,n,livestock or aquaculture farm,通用品牌,73.6,11.25,1,https://vercel.com/domains/search?q=xn--l6qx3lz2t.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
881,专业户.com,xn--ohqo165m.com,3,49,n,rural household that specializes in a particular type of product; (fig.) specialist,通用品牌,73.6,11.25,1,https://vercel.com/domains/search?q=xn--ohqo165m.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
882,常规赛.com,xn--rut628g1ic.com,3,235,vn,(sports) regular season,通用品牌,73.5,11.25,1,https://vercel.com/domains/search?q=xn--rut628g1ic.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
883,出版商.com,xn--79q33fry0b.com,3,48,n,publisher,内容文化,73.5,11.25,1,https://vercel.com/domains/search?q=xn--79q33fry0b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
884,分布图.com,xn--kbry4j91g.com,3,48,n,scatter diagram; distribution chart; histogram,内容文化,73.5,11.25,1,https://vercel.com/domains/search?q=xn--kbry4j91g.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
885,服务台.com,xn--zfr63am33b.com,3,48,n,service desk; information desk; reception desk,通用品牌,73.4,11.25,1,https://vercel.com/domains/search?q=xn--zfr63am33b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
886,交易额.com,xn--tlq248c8x9a.com,3,48,n,sum or volume of business transactions; turnover,商业价值,73.4,11.25,1,https://vercel.com/domains/search?q=xn--tlq248c8x9a.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
887,不经意.com,xn--ihq467b1wv.com,3,234,l,not paying attention; carelessly; by accident,通用品牌,73.4,11.25,1,https://vercel.com/domains/search?q=xn--ihq467b1wv.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
888,从天而降.com,xn--0mq55wkv6advs.com,4,116,i,(idiom) to fall from the sky; (idiom) (fig.) to appear unexpectedly; to drop into one's lap,生活审美,73.4,11.25,1,https://vercel.com/domains/search?q=xn--0mq55wkv6advs.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
889,有钱有势.com,xn--ugrz58ba5687b.com,4,301,n,rich and powerful (idiom),成语意象,73.3,11.25,1,https://vercel.com/domains/search?q=xn--ugrz58ba5687b.com,2026-07-23T18:42:16.247Z,Jieba + CC-CEDICT
890,借东风.com,xn--xhqv2c684j.com,3,12,n,lit. to use the eastern wind (idiom); fig. to use sb's help,生活审美,73.3,11.25,1,https://vercel.com/domains/search?q=xn--xhqv2c684j.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
891,基础课.com,xn--3jsy46ehrn.com,3,45,n,basic course; core curriculum,通用品牌,73.3,11.25,1,https://vercel.com/domains/search?q=xn--3jsy46ehrn.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
892,聪明伶俐.com,xn--zpq9nk38cg9x.com,4,113,i,(idiom) bright; clever; quick-witted,成语意象,73.2,11.25,1,https://vercel.com/domains/search?q=xn--zpq9nk38cg9x.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
893,风土人情.com,xn--gmq87r0limp2d.com,4,112,i,local conditions and customs (idiom),生活审美,73.2,11.25,1,https://vercel.com/domains/search?q=xn--gmq87r0limp2d.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
894,此起彼伏.com,xn--voq431bi3i6k8a.com,4,295,i,"up here, down there (idiom); to rise and fall in succession; no sooner one subsides, the next arises; repeating continuously; occurring again and again (of applause, fires, waves, protests, conflicts, uprisings etc)",成语意象,73.2,11.25,1,https://vercel.com/domains/search?q=xn--voq431bi3i6k8a.com,2026-07-23T18:28:33.159Z,Jieba + CC-CEDICT
895,颗粒物.com,xn--g2xr0t2qx.com,3,43,n,particulate matter (PM),通用品牌,73.1,11.25,1,https://vercel.com/domains/search?q=xn--g2xr0t2qx.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
896,总方针.com,xn--h9t35jep0c.com,3,43,n,general policy; overall guidelines,通用品牌,73.1,11.25,1,https://vercel.com/domains/search?q=xn--h9t35jep0c.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
897,兴高采烈.com,xn--e6qr77e9twiuh.com,4,286,i,happy and excited (idiom); in high spirits; in great delight,成语意象,73.1,11.25,1,https://vercel.com/domains/search?q=xn--e6qr77e9twiuh.com,2026-07-23T18:24:48.084Z,Jieba + CC-CEDICT
898,专心致志.com,xn--ohq044bzb335q.com,4,107,i,(idiom) single-minded; fully focused,品质价值,73.1,11.25,1,https://vercel.com/domains/search?q=xn--ohq044bzb335q.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
899,窗玻璃.com,xn--3cyqqq4m.com,3,42,n,window pane,通用品牌,73.0,11.25,1,https://vercel.com/domains/search?q=xn--3cyqqq4m.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
900,内陆河.com,xn--v6q957din3a.com,3,42,n,inland river; river draining to inland sea,生活审美,73.0,11.25,1,https://vercel.com/domains/search?q=xn--v6q957din3a.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
901,举世闻名.com,xn--rhqqd55s563f.com,4,280,i,world-famous (idiom),成语意象,73.0,11.25,1,https://vercel.com/domains/search?q=xn--rhqqd55s563f.com,2026-07-23T18:28:33.159Z,Jieba + CC-CEDICT
902,教学法.com,xn--48s74uj8f.com,3,41,n,teaching method; pedagogy,通用品牌,72.9,11.25,1,https://vercel.com/domains/search?q=xn--48s74uj8f.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
903,花言巧语.com,xn--gstv23fn6en4b.com,4,104,i,"graceful words, flowery speech (idiom); elegant but insincere words; cheating wheedling; dishonest rhetoric",生活审美,72.9,11.25,1,https://vercel.com/domains/search?q=xn--gstv23fn6en4b.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
904,记忆犹新.com,xn--45tp5k9vmmky.com,4,104,i,to remain fresh in one's memory (idiom),成语意象,72.9,11.25,1,https://vercel.com/domains/search?q=xn--45tp5k9vmmky.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
905,语重心长.com,xn--15tz69g6xdfme.com,4,103,i,meaningful and heartfelt words (idiom); sincere and earnest wishes,品质价值,72.8,11.25,1,https://vercel.com/domains/search?q=xn--15tz69g6xdfme.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
906,交通费.com,xn--tlqr93mf2b.com,3,40,n,transport costs,通用品牌,72.8,11.25,1,https://vercel.com/domains/search?q=xn--tlqr93mf2b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
907,饲养业.com,xn--vhq25fd65g.com,3,40,n,stock farming; animal husbandry,通用品牌,72.8,11.25,1,https://vercel.com/domains/search?q=xn--vhq25fd65g.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
908,听天由命.com,xn--9qr4gx6kep9a.com,4,101,i,(idiom) to submit to the will of heaven; to resign oneself to fate; to trust to luck,生活审美,72.8,11.25,1,https://vercel.com/domains/search?q=xn--9qr4gx6kep9a.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
909,定位球.com,xn--nqqs31ax5s.com,3,39,n,"(football) set piece (a restart of play following a stoppage, including free kicks, corner kicks, penalty kicks, goal kicks and throw-ins)",通用品牌,72.7,11.25,1,https://vercel.com/domains/search?q=xn--nqqs31ax5s.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
910,发射台.com,xn--oorsc293a.com,3,39,n,"launchpad; (radio, TV) transmitter",通用品牌,72.7,11.25,1,https://vercel.com/domains/search?q=xn--oorsc293a.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
911,联欢会.com,xn--6oq369dcro.com,3,39,n,social gathering; party,通用品牌,72.7,11.25,1,https://vercel.com/domains/search?q=xn--6oq369dcro.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
912,英语系.com,xn--r9z05jfvi.com,3,39,n,anglophone; English department,通用品牌,72.6,11.25,1,https://vercel.com/domains/search?q=xn--r9z05jfvi.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
913,堆积如山.com,xn--gks87an8d280c.com,4,99,i,to pile up like a mountain (idiom); a mountain of (paperwork etc); a large number of sth,生活审美,72.6,11.25,1,https://vercel.com/domains/search?q=xn--gks87an8d280c.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
914,空城计.com,xn--uist02foyl.com,3,38,n,"the empty city stratagem (in which Zhuge Liang presents himself as unperturbed while making it evident that his city is undefended, hoping his adversary will suspect an ambush); double bluff",通用品牌,72.6,11.25,1,https://vercel.com/domains/search?q=xn--uist02foyl.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
915,全神贯注.com,xn--15q538dozi12t.com,4,259,i,(idiom) to concentrate one's attention completely; with rapt attention,成语意象,72.5,11.25,1,https://vercel.com/domains/search?q=xn--15q538dozi12t.com,2026-07-23T18:28:33.159Z,Jieba + CC-CEDICT
916,工艺美术.com,xn--ests0s0ouqvc.com,4,168,l,applied art,内容文化,72.5,11.25,1,https://vercel.com/domains/search?q=xn--ests0s0ouqvc.com,2026-07-23T18:39:10.418Z,Jieba + CC-CEDICT
917,层出不穷.com,xn--ihq98gu9k3p5a.com,4,251,i,more and more emerge; innumerable succession; breeding like flies (idiom),成语意象,72.5,11.25,1,https://vercel.com/domains/search?q=xn--ihq98gu9k3p5a.com,2026-07-23T18:28:33.160Z,Jieba + CC-CEDICT
918,使眼色.com,xn--2rqs28g9oh.com,3,184,l,to give sb a meaningful look,生活审美,72.5,11.25,1,https://vercel.com/domains/search?q=xn--2rqs28g9oh.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
919,雷厉风行.com,xn--mmru14j2gj4xb.com,4,92,i,pass like thunder and move like the wind (idiom); swift and decisive reaction,生活审美,72.4,11.25,1,https://vercel.com/domains/search?q=xn--mmru14j2gj4xb.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
920,想方设法.com,xn--qfu39h99glu8a.com,4,245,i,"to think up every possible method (idiom); to devise ways and means; to try this, that and the other",成语意象,72.4,11.25,1,https://vercel.com/domains/search?q=xn--qfu39h99glu8a.com,2026-07-23T18:28:33.160Z,Jieba + CC-CEDICT
921,冰天雪地.com,xn--37qx7kjvb0v3j.com,4,91,i,a world of ice and snow,生活审美,72.4,11.25,1,https://vercel.com/domains/search?q=xn--37qx7kjvb0v3j.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
922,头晕眼花.com,xn--2ss881a58mhzk.com,4,91,i,to faint with blurred vision (idiom); dizzy and eyes dimmed,生活审美,72.3,11.25,1,https://vercel.com/domains/search?q=xn--2ss881a58mhzk.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
923,求知欲.com,xn--okwpwj3z.com,3,35,i,desire for knowledge,通用品牌,72.3,11.25,1,https://vercel.com/domains/search?q=xn--okwpwj3z.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
924,掉以轻心.com,xn--onq042b0yc0z4d.com,4,90,i,to treat sth lightly; to lower one's guard,品质价值,72.3,11.25,1,https://vercel.com/domains/search?q=xn--onq042b0yc0z4d.com,2026-07-23T18:39:10.414Z,Jieba + CC-CEDICT
925,心事重重.com,xn--3kqq33bbz1ba.com,4,90,i,to have a lot on one's mind; to be laden with anxiety,品质价值,72.2,11.25,1,https://vercel.com/domains/search?q=xn--3kqq33bbz1ba.com,2026-07-23T18:39:10.414Z,Jieba + CC-CEDICT
926,当之无愧.com,xn--9iqz82bflbf0i.com,4,238,i,"fully deserving, without any reservations (idiom); entirely worthy (of a title, honor etc)",成语意象,72.2,11.25,1,https://vercel.com/domains/search?q=xn--9iqz82bflbf0i.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
927,心平气和.com,xn--0tr53u12any2a.com,4,86,i,tranquil and even-tempered (idiom); calmly and without stress,品质价值,72.2,11.25,1,https://vercel.com/domains/search?q=xn--0tr53u12any2a.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
928,天差地远.com,xn--cest9bx6g386d.com,4,28,i,poles apart (idiom); entirely different,生活审美,72.2,11.25,1,https://vercel.com/domains/search?q=xn--cest9bx6g386d.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
929,久而久之.com,xn--3iqas0602c.com,4,229,i,over time; as time passes; in the fullness of time,成语意象,72.1,11.25,1,https://vercel.com/domains/search?q=xn--3iqas0602c.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
930,千家万户.com,xn--chq70koril2g.com,4,229,i,every family (idiom),成语意象,72.1,11.25,1,https://vercel.com/domains/search?q=xn--chq70koril2g.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
931,推心置腹.com,xn--15tp0gq76a11b.com,4,84,i,to give one's bare heart into sb else's keeping (idiom); sb has one's absolute confidence; to trust completely; to confide in sb with entire sincerity,品质价值,72.1,11.25,1,https://vercel.com/domains/search?q=xn--15tp0gq76a11b.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
932,念念不忘.com,xn--ihqr74bpca.com,4,213,i,to keep in mind constantly (idiom),成语意象,72.0,11.25,1,https://vercel.com/domains/search?q=xn--ihqr74bpca.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
933,兴致勃勃.com,xn--e6qt5aa6349b.com,4,213,i,to become exhilarated (idiom); in high spirits; full of zest,成语意象,72.0,11.25,1,https://vercel.com/domains/search?q=xn--e6qt5aa6349b.com,2026-07-23T18:28:33.159Z,Jieba + CC-CEDICT
934,理直气壮.com,xn--2qs985blyfz5c.com,4,212,i,in the right and self-confident (idiom); bold and confident with justice on one's side; to have the courage of one's convictions; just and forceful,成语意象,72.0,11.25,1,https://vercel.com/domains/search?q=xn--2qs985blyfz5c.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
935,瞒天过海.com,xn--rss858bylhjiz.com,4,25,i,to cross the sea by a trick (idiom); to achieve one's aim by underhanded means,生活审美,71.9,11.25,1,https://vercel.com/domains/search?q=xn--rss858bylhjiz.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
936,行之有效.com,xn--9iq537cqhbd91e.com,4,210,i,to be effective (idiom),商业价值,71.9,11.25,1,https://vercel.com/domains/search?q=xn--9iq537cqhbd91e.com,2026-07-23T18:28:33.159Z,Jieba + CC-CEDICT
937,轩然大波.com,xn--pss027b68csz3b.com,4,209,i,huge waves; (fig.) ruckus; controversy; sensation,成语意象,71.9,11.25,1,https://vercel.com/domains/search?q=xn--pss027b68csz3b.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
938,不起眼.com,xn--ihqx71h1zo.com,3,153,l,unremarkable; nothing out of the ordinary,通用品牌,71.9,11.25,1,https://vercel.com/domains/search?q=xn--ihqx71h1zo.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
939,明目张胆.com,xn--e1t27mkzpbjj.com,4,76,i,openly and without fear; brazenly,成语意象,71.8,11.25,1,https://vercel.com/domains/search?q=xn--e1t27mkzpbjj.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
940,七零八落.com,xn--7gqw6ff18dzwp.com,4,205,i,(idiom) everything broken and in disorder,成语意象,71.8,11.25,1,https://vercel.com/domains/search?q=xn--7gqw6ff18dzwp.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
941,替天行道.com,xn--rssv53a04z4yg.com,4,75,i,(idiom) to enforce justice on behalf of Heaven,生活审美,71.8,11.25,1,https://vercel.com/domains/search?q=xn--rssv53a04z4yg.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
942,意气风发.com,xn--oorz12a2riu68b.com,4,75,i,(idiom) high-spirited; full of mettle,生活审美,71.7,11.25,1,https://vercel.com/domains/search?q=xn--oorz12a2riu68b.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
943,不慌不忙.com,xn--ihqa287kmlb.com,4,202,i,(idiom) calm; unhurried; composed,成语意象,71.7,11.25,1,https://vercel.com/domains/search?q=xn--ihqa287kmlb.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
944,推陈出新.com,xn--79qv44bvobx07g.com,4,74,i,to push out the old and bring in the new (idiom); to innovate,成语意象,71.7,11.25,1,https://vercel.com/domains/search?q=xn--79qv44bvobx07g.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
945,安分守己.com,xn--kbrr5uba08v.com,4,73,i,to be content with one's lot (idiom); to know one's place,成语意象,71.6,11.25,1,https://vercel.com/domains/search?q=xn--kbrr5uba08v.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
946,同甘苦.com,xn--dqry28e6oj.com,3,27,i,to share joys and sorrows; sharing good times and hard times; same as 同甘共苦,通用品牌,71.6,11.25,1,https://vercel.com/domains/search?q=xn--dqry28e6oj.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
947,天旋地转.com,xn--cest9bhzv825b.com,4,72,i,"the sky spins, the earth goes round (idiom); giddy with one's head spinning; fig. huge changes in the world",生活审美,71.6,11.25,1,https://vercel.com/domains/search?q=xn--cest9bhzv825b.com,2026-07-23T18:39:10.414Z,Jieba + CC-CEDICT
948,说明会.com,xn--6oq727cuz0a.com,3,51,l,information meeting,通用品牌,71.6,11.25,1,https://vercel.com/domains/search?q=xn--6oq727cuz0a.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
949,应运而生.com,xn--extt51czwhi0p.com,4,194,i,to emerge to meet a historic destiny (idiom); to arise at an opportune time; able to take advantage of an opportunity; to rise to the occasion,成语意象,71.5,11.25,1,https://vercel.com/domains/search?q=xn--extt51czwhi0p.com,2026-07-23T18:28:33.160Z,Jieba + CC-CEDICT
950,风尘仆仆.com,xn--smqa243hhg3d.com,4,71,i,lit. covered in dust (idiom); fig. travel-worn,生活审美,71.5,11.25,1,https://vercel.com/domains/search?q=xn--smqa243hhg3d.com,2026-07-23T18:36:19.165Z,Jieba + CC-CEDICT
951,斩钉截铁.com,xn--mous1fuu0dpga.com,4,193,i,(lit.) to chop the nail and slice the iron (idiom); (fig.) resolute and decisive; unhesitating; categorical,成语意象,71.5,11.25,1,https://vercel.com/domains/search?q=xn--mous1fuu0dpga.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
952,吞吞吐吐.com,xn--hqra4ba.com,4,189,i,"to hum and haw (idiom); to mumble as if hiding sth; to speak and break off, then start again; to hold sth back",成语意象,71.4,11.25,1,https://vercel.com/domains/search?q=xn--hqra4ba.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
953,滔滔不绝.com,xn--ihqx21fa535n.com,4,188,i,(idiom) to produce a torrent of words; to talk on and on,成语意象,71.4,11.25,1,https://vercel.com/domains/search?q=xn--ihqx21fa535n.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
